Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Prog,Dribbles_Succ,Dribbles_Att,PlayerID,NationID,SquadID,MatchID,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Medium_Cmp,Medium_Att,Long_Cmp,Long_Att,xA,KP,1/3,PPA,CrsPA,Prog,Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Tkl+Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Amanda Edgren,20,se SWE,LW,29-031,75,0,0,0,0,1,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,13,25,2,0,1,658b6b76,SWE,27acb0af,8c012533,13,25,217,65,7,8,4,11,2,4,0.0,0,3,0,0,2,25,21,3,0,0,0,1,3,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,1,6,14,12,1,32,3,1,24,6,0,1,0,0,1,0,0,0,0,4,2,1
Cristina Gey,21,,LW,23-285,15,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,93a9949d,,27acb0af,8c012533,1,2,16,0,0,0,1,2,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrícia Hmírová,11,sk SVK,RW,28-298,90,0,0,0,0,3,0,0,0,25,1,0,0,0.1,0.1,0.0,2,0,12,19,0,0,0,2fe6b297,SVK,27acb0af,8c012533,12,19,198,49,7,8,3,5,2,5,0.1,0,2,1,1,0,19,17,2,0,0,0,3,1,1,0,1,0,12,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,25,0,4,12,9,1,25,2,1,12,3,0,0,0,2,3,1,0,0,0,4,0,0
Sandra Castelló,16,,CM,29-048,90,0,0,0,0,1,0,0,0,30,1,0,0,0.0,0.0,0.0,1,0,12,26,4,0,1,435a10d6,,27acb0af,8c012533,12,26,217,108,4,9,7,14,1,2,0.0,0,4,0,0,4,26,26,0,0,0,0,1,0,0,0,0,0,12,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,30,5,10,19,2,0,30,0,1,9,0,0,2,0,0,1,0,0,0,0,1,0,1
Patrycja Balcerzak,23,pl POL,CM,28-266,90,0,0,0,0,0,0,0,0,42,1,1,0,0.0,0.0,0.0,1,0,17,30,4,0,0,8d9be8cd,POL,27acb0af,8c012533,17,30,405,211,2,4,9,13,5,9,0.0,0,2,0,0,4,30,29,0,0,0,0,0,0,0,0,0,0,17,1,2,1,1,1,0,0,0,0,0,0,0,0,2,3,0,42,6,15,24,3,0,42,3,1,19,1,0,1,0,0,0,1,0,0,0,2,2,3
Vanesa Santana,5,ar ARG,CM,32-021,90,0,0,0,0,0,0,0,0,31,1,0,1,0.0,0.0,0.0,0,0,15,28,3,0,0,53b686a8,ARG,27acb0af,8c012533,15,28,278,112,5,10,8,13,1,4,0.0,0,2,0,0,3,28,28,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1,0,0,0,2,2,1,1,0,1,1,0,31,2,7,20,4,0,31,1,0,13,2,0,1,2,0,0,0,0,0,0,2,1,2
Athena Kuehn,18,us USA,LB,23-059,90,0,0,0,0,0,0,0,0,60,3,1,0,0.0,0.0,0.0,0,0,23,48,0,0,1,2f578446,USA,27acb0af,8c012533,23,48,409,276,10,16,11,21,2,9,0.0,0,0,0,0,0,48,30,18,0,0,0,0,18,0,0,0,0,23,0,1,3,3,2,0,1,0,0,0,0,0,0,4,4,0,60,4,26,25,9,0,60,4,0,15,0,0,0,0,0,0,3,0,0,0,6,3,1
Patricia Ojeda,15,,CB,31-200,90,0,0,0,0,1,0,0,0,56,1,0,2,0.0,0.0,0.0,0,0,13,41,0,0,0,1dae60f5,,27acb0af,8c012533,13,41,319,151,1,7,8,13,4,21,0.0,0,0,0,0,0,41,34,7,7,0,0,0,0,0,0,0,0,13,0,0,1,1,1,0,0,1,1,0,2,2,0,1,8,0,56,17,40,15,1,1,56,1,0,10,0,0,1,2,0,0,1,0,0,0,7,1,0
Ana Carolina,3,br BRA,CB,32-034,45,0,0,0,0,0,0,0,0,13,0,1,1,0.0,0.0,0.0,0,0,5,7,0,0,0,bcda089b,BRA,27acb0af,8c012533,5,7,114,89,1,1,3,3,1,3,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,13,6,10,3,0,0,13,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0
Sofia Hagman,10,se SWE,CB,25-187,45,0,1,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.4,3,1,16,22,4,0,0,85dfa74d,SWE,27acb0af,8c012533,16,22,285,156,6,6,8,11,2,4,0.1,3,4,1,1,4,22,20,2,0,0,0,3,1,1,1,0,0,16,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,25,1,5,14,6,0,25,0,2,12,1,0,4,0,0,3,1,0,0,0,3,2,0
Paula Romero,19,,RB,24-118,90,0,0,0,0,0,0,0,0,59,1,0,0,0.0,0.0,0.0,1,0,17,52,1,0,0,b453c51e,,27acb0af,8c012533,17,52,353,282,6,17,8,16,3,15,0.0,0,0,0,0,1,52,31,21,2,0,1,1,19,0,0,0,0,17,0,2,1,0,1,0,0,1,1,0,0,0,0,1,6,0,59,9,35,17,8,0,59,0,1,16,0,0,0,1,0,1,0,0,0,0,4,2,0
Chelsea Ashurst,1,,GK,32-155,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,1,12,33,0,0,0,e24c4452,,27acb0af,8c012533,12,33,491,414,1,1,3,3,8,29,0.0,0,1,0,0,0,33,15,18,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,33,37,0,0,0,37,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0
Jade Boho,9,gq EQG,FW,36-025,90,0,0,0,0,3,1,0,0,36,1,0,0,0.2,0.2,0.0,1,0,11,22,0,1,1,2b721e60,EQG,e9fecaf2,8c012533,11,22,165,1,6,8,5,11,0,1,0.0,0,0,0,0,0,22,19,2,0,0,0,3,0,0,0,0,0,11,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,36,0,0,8,28,11,36,8,1,25,8,0,4,2,5,3,1,0,0,0,1,0,6
Kuki,11,,LW,27-310,90,0,0,0,0,5,1,0,0,33,1,0,0,0.2,0.2,0.0,3,0,11,24,2,0,0,6c3d5e2c,,e9fecaf2,8c012533,11,24,204,73,4,5,6,11,1,7,0.0,1,2,1,1,2,24,21,2,1,0,0,1,1,0,0,0,0,11,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,33,0,6,16,11,5,33,2,1,17,1,0,1,3,0,1,0,0,0,0,1,1,0
Raquel Morcillo,15,,RW,23-169,66,0,0,0,0,0,0,0,0,29,0,1,2,0.0,0.0,0.1,3,0,10,19,4,0,1,58a40d2e,,e9fecaf2,8c012533,10,19,175,105,6,9,2,5,2,4,0.1,2,0,1,0,4,19,15,4,0,0,0,4,0,4,2,2,0,10,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,29,0,4,6,19,4,29,2,1,10,3,0,1,0,0,4,0,0,0,0,1,1,1
Helena Torres,10,es ESP,RW,23-352,24,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,a2da2320,ESP,e9fecaf2,8c012533,1,2,27,4,0,0,1,1,0,1,0.0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,5,2,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2
Marina Martí,19,,LM,26-031,90,0,0,0,0,1,0,0,0,32,2,0,0,0.0,0.0,0.0,2,0,10,24,1,1,2,ffb9b018,,e9fecaf2,8c012533,10,24,202,48,4,9,4,9,2,4,0.0,1,1,2,2,1,24,23,0,0,0,0,5,0,0,0,0,0,10,1,1,2,2,0,1,1,2,2,0,0,0,0,2,0,0,32,0,6,12,15,0,32,5,0,18,4,0,0,0,1,5,2,0,0,0,2,1,4
Lucía Martínez,21,,CM,20-301,90,0,0,0,0,3,1,0,0,68,2,2,1,0.1,0.1,0.0,2,0,22,51,3,0,0,3dbd60d3,,e9fecaf2,8c012533,22,51,515,184,3,7,13,27,5,14,0.0,0,3,0,0,3,51,45,6,6,0,1,0,0,0,0,0,0,22,0,0,2,1,0,2,0,0,0,0,1,0,1,4,1,0,68,2,19,39,10,1,68,2,1,17,0,0,0,1,0,0,1,0,0,0,5,4,1
Andrea Carid,7,,RM,29-169,90,0,0,0,0,2,0,0,0,35,2,0,1,0.3,0.3,0.0,2,0,13,26,1,0,0,06ff92d6,,e9fecaf2,8c012533,13,26,243,43,6,10,4,10,3,6,0.1,1,0,1,1,1,26,26,0,0,0,0,1,0,0,0,0,0,13,0,0,2,2,0,1,1,1,2,1,1,1,0,2,0,0,35,0,12,11,12,4,35,3,3,19,3,0,0,0,1,1,2,0,0,0,4,1,0
Nerea Vicente,14,,LB,20-085,87,0,0,0,0,0,0,0,0,56,1,0,0,0.0,0.0,0.0,2,0,17,51,1,0,0,ba27b13d,,e9fecaf2,8c012533,17,51,411,239,2,10,12,29,3,10,0.0,0,1,1,1,1,51,32,18,0,0,0,1,18,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,56,0,16,26,14,0,56,0,0,8,0,0,0,0,0,1,0,0,0,0,4,1,1
Mariela Coronel,6,ar ARG,LB,41-096,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,014e6949,ARG,e9fecaf2,8c012533,1,1,26,11,0,0,1,1,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judith Caravaca,4,,CB,25-142,90,0,0,0,0,0,0,0,0,48,2,0,0,0.0,0.0,0.0,1,0,28,46,3,0,0,def5954e,,e9fecaf2,8c012533,28,46,735,283,3,9,16,18,9,18,0.0,0,3,0,0,3,46,44,1,0,0,0,0,1,0,0,0,0,28,1,0,2,2,2,0,0,0,0,0,0,0,0,2,1,0,48,5,40,8,1,0,48,0,1,24,0,0,0,0,0,0,2,0,0,0,7,0,0
Lucía Ramírez,20,,CB,23-296,90,0,0,0,0,1,0,0,0,51,0,0,1,0.0,0.0,0.3,2,0,31,44,4,0,0,13af961b,,e9fecaf2,8c012533,31,44,808,397,4,5,17,21,10,17,0.2,1,5,0,0,4,44,42,1,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,51,4,37,12,3,2,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmen Fresneda,17,,RB,27-088,90,0,0,0,0,1,0,0,0,71,2,1,2,0.0,0.0,0.0,4,0,32,63,3,0,0,9bdf4dc7,,e9fecaf2,8c012533,32,63,677,429,10,13,15,29,7,21,0.3,2,2,1,0,3,63,35,28,2,0,0,6,23,3,0,3,0,32,0,0,2,2,1,0,1,0,0,0,2,0,2,3,0,0,71,0,18,23,30,2,71,1,1,21,3,0,0,3,0,6,2,0,0,0,5,0,0
Laura Martínez,1,,GK,21-307,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,28,38,0,0,0,53b81e13,,e9fecaf2,8c012533,28,38,699,442,2,2,22,22,4,13,0.0,0,0,0,0,0,38,28,9,3,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,38,1,0,0,38,0,0,17,0,0,0,1,0,0,0,0,0,0,1,0,0
Ana Marcos,17,es ESP,FW,22-077,90,1,0,1,1,4,2,0,0,28,0,1,1,1.1,0.4,0.0,2,1,11,18,1,0,1,09bbe355,ESP,f96ff499,e777f569,11,18,99,48,7,8,2,2,0,1,0.0,1,0,1,0,1,18,16,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,28,0,4,8,16,6,27,1,0,18,2,0,2,0,0,0,0,0,0,0,2,1,1
Macarena Portales,11,es ESP,LW,24-053,90,1,0,0,0,1,1,0,0,39,2,1,1,0.4,0.4,0.1,3,1,14,23,4,1,2,277764c1,ESP,f96ff499,e777f569,14,23,192,105,4,7,6,8,0,0,0.0,2,4,3,0,4,23,22,0,0,0,0,1,0,0,0,0,0,14,1,3,2,1,0,2,0,1,1,0,1,0,1,3,1,0,39,1,6,14,20,5,39,1,2,20,3,0,0,0,1,1,1,0,0,0,6,0,0
Ivonne Chacón,16,co COL,RW,24-347,59,0,0,0,0,3,1,0,0,24,1,0,1,0.1,0.1,0.0,0,0,7,12,0,0,3,fde686b3,COL,f96ff499,e777f569,7,12,76,0,3,5,1,1,1,2,0.0,0,0,0,0,0,12,10,2,0,0,0,0,1,0,0,0,0,7,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,24,0,3,8,13,5,24,3,0,11,3,0,2,0,0,0,1,0,0,0,2,0,0
Asun Martínez,9,,RW,20-216,31,0,0,0,0,0,0,0,0,15,2,3,0,0.0,0.0,0.0,2,1,4,7,3,0,0,6d0122d9,,f96ff499,e777f569,4,7,88,68,2,3,1,1,1,2,0.1,0,2,1,0,3,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,1,0,0,0,0,0,0,5,1,0,15,1,5,6,5,1,15,1,0,2,1,0,0,3,1,0,1,1,0,0,6,1,0
Anna Torroda,21,es ESP,AM,22-246,90,0,0,0,0,2,0,1,0,51,4,0,0,0.1,0.1,0.1,3,0,23,41,1,0,0,0db7b252,ESP,f96ff499,e777f569,23,41,362,173,10,15,6,7,4,12,0.1,2,2,0,0,1,41,33,8,4,0,0,5,1,3,2,1,0,23,0,1,4,2,1,2,1,2,2,0,0,0,0,4,1,0,51,1,18,24,10,1,51,1,1,20,0,0,1,0,0,5,2,0,0,0,7,1,1
Pauleta,14,,DM,24-104,81,0,0,0,0,3,0,1,0,33,0,0,1,0.2,0.2,0.0,2,0,10,20,0,0,3,db1eeb84,,f96ff499,e777f569,10,20,217,90,6,10,0,0,3,6,0.1,1,0,0,0,0,20,14,6,1,0,0,5,2,3,1,2,0,10,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,1,5,13,15,6,33,2,1,13,3,0,3,0,0,5,0,0,0,0,4,0,0
Sara Tamarit,33,,DM,,9,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,df53f37b,,f96ff499,e777f569,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiamma,10,es ESP,DM,18-097,81,0,0,0,0,3,2,0,0,43,3,2,2,0.1,0.1,0.1,8,0,22,30,4,1,2,e4121aed,ESP,f96ff499,e777f569,22,30,411,163,11,15,6,7,3,6,0.1,1,3,1,0,4,30,28,2,2,0,2,1,0,0,0,0,0,22,0,0,3,2,2,1,0,2,2,0,2,0,2,5,0,0,43,0,11,21,12,5,43,1,0,21,3,0,2,1,1,1,2,0,0,0,8,1,1
Marta Constantino,38,,DM,16-317,9,0,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.4,1,1,1,2,0,0,0,e434984e,,f96ff499,e777f569,1,2,15,1,0,0,1,1,0,1,0.0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,1,3,1,1,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Beatriz Beltrán,3,,LB,24-288,72,0,0,0,0,0,0,0,0,34,2,0,0,0.0,0.0,0.2,3,0,17,28,1,0,1,46f6d3ed,,f96ff499,e777f569,17,28,335,247,7,9,8,10,2,4,0.1,3,2,0,0,1,28,18,10,0,0,0,1,9,1,0,1,0,17,0,3,2,1,1,1,0,1,1,0,0,0,0,2,1,0,34,5,13,14,8,1,34,0,0,9,0,0,0,0,0,1,1,0,0,0,4,0,1
Iina Salmi,7,fi FIN,LB,27-347,18,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,ff43414f,FIN,f96ff499,e777f569,1,3,6,5,1,2,0,1,0,0,0.0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,5,0,1,3,1,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Berta Pujadas,2,,CB,22-168,90,0,0,0,0,0,0,0,0,36,1,2,1,0.0,0.0,0.0,1,0,15,24,0,1,1,e19143bb,,f96ff499,e777f569,15,24,200,110,10,15,4,5,0,2,0.0,1,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,15,0,0,1,1,1,0,0,0,0,0,1,1,0,3,2,0,36,10,24,10,3,3,36,1,1,15,0,0,1,0,0,0,1,0,0,0,4,0,0
María Molina,4,,CB,22-138,90,0,0,0,0,0,0,0,0,36,1,2,1,0.0,0.0,0.1,0,0,20,27,1,1,1,9488f06e,,f96ff499,e777f569,20,27,416,192,5,6,11,12,4,6,0.0,1,0,0,0,1,27,25,2,1,0,0,1,0,1,0,1,0,20,0,1,1,0,1,0,0,0,0,0,1,0,1,3,1,0,36,4,30,4,3,2,36,2,1,21,0,0,0,1,0,1,0,0,0,0,3,0,0
Kerlly Real,19,ec ECU,RB,23-321,90,0,0,0,0,2,0,0,0,41,0,0,2,0.8,0.8,0.0,4,0,11,29,0,0,1,38354446,ECU,f96ff499,e777f569,11,29,242,182,2,8,7,15,2,5,0.0,0,0,0,0,0,29,11,18,0,0,0,0,18,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,41,2,11,20,10,2,41,3,0,9,0,0,1,4,0,0,0,0,0,0,4,0,3
Enith Salón,1,es ESP,GK,21-000,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,28,34,1,0,0,ea5ef13c,ESP,f96ff499,e777f569,28,34,691,425,6,6,14,16,8,12,0.0,0,1,0,0,1,34,22,12,7,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,34,38,1,0,0,39,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
Cristina Martín-Prieto,19,es ESP,FW,29-194,90,0,0,0,0,3,1,0,0,30,3,0,3,0.1,0.1,0.1,3,0,8,16,1,0,0,cf98a5b6,ESP,215d9026,e777f569,8,16,127,62,5,6,2,2,1,2,0.1,1,1,0,0,1,16,15,0,0,0,0,2,0,0,0,0,0,8,1,1,3,2,1,2,0,1,2,1,3,3,0,3,1,0,30,4,4,9,17,5,30,1,2,16,4,0,1,1,2,2,2,0,0,0,2,2,0
Jessica Martínez,8,py PAR,LW,23-102,70,0,0,0,0,2,1,0,0,28,0,0,2,0.6,0.6,0.0,0,0,9,14,1,0,0,09e61a3d,PAR,215d9026,e777f569,9,14,126,53,5,5,3,5,0,1,0.0,0,0,1,0,1,14,10,3,1,0,0,1,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,28,2,3,8,17,2,28,9,0,18,5,0,2,2,0,1,0,0,0,0,3,1,0
Ana Franco,9,,LW,23-110,20,0,0,0,0,2,1,0,0,11,1,0,0,0.3,0.3,0.0,2,0,5,6,0,0,0,13e889fa,,215d9026,e777f569,5,6,74,21,3,4,2,2,0,0,0.0,0,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,2,3,6,3,11,2,0,9,3,0,2,1,1,0,0,0,0,0,0,0,0
Inma Gabarro,10,,RW,19-323,90,0,0,0,0,1,1,0,0,33,3,0,4,0.2,0.2,0.0,1,0,11,19,2,0,0,68c02e30,,215d9026,e777f569,11,19,206,124,2,6,9,11,0,1,0.0,0,4,1,1,2,19,18,0,0,0,0,1,0,0,0,0,0,11,1,0,3,2,0,2,1,1,1,0,4,0,4,3,1,0,33,1,8,14,13,2,33,4,4,22,9,0,0,0,0,1,2,0,0,0,4,1,0
Amanda Sampedro,23,es ESP,AM,29-090,90,0,0,0,0,2,0,0,0,70,0,0,1,0.1,0.1,0.8,5,0,44,63,10,0,2,83bc27df,ESP,215d9026,e777f569,44,63,701,277,24,26,18,25,2,8,0.9,2,3,4,1,10,63,55,7,2,0,0,7,0,5,2,1,0,44,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,70,0,5,25,40,1,70,1,0,49,3,0,3,1,0,7,0,0,0,0,6,0,1
Klára Cahynová,18,cz CZE,DM,28-278,64,0,0,0,0,0,0,0,0,36,4,0,1,0.0,0.0,0.0,2,0,17,25,4,0,0,047111da,CZE,215d9026,e777f569,17,25,381,197,6,10,6,8,4,4,0.0,1,2,1,0,4,25,24,1,1,0,0,0,0,0,0,0,0,17,0,2,4,3,0,2,2,3,3,0,1,0,1,4,4,0,36,4,11,18,7,0,36,1,1,17,0,0,0,4,0,0,3,0,0,0,3,1,0
Nagore Calderón,6,es ESP,DM,29-114,26,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,1,0,8,11,2,0,0,8e0e1589,ESP,215d9026,e777f569,8,11,157,35,4,5,3,5,1,1,0.0,1,1,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,14,2,5,3,6,0,14,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0
Silvia Meseguer,14,es ESP,DM,33-196,70,0,0,0,0,0,0,1,0,26,0,1,1,0.0,0.0,0.0,0,0,13,21,0,0,0,6c9c37a8,ESP,215d9026,e777f569,13,21,240,101,5,10,7,8,1,3,0.0,0,1,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,26,2,7,17,2,0,26,2,0,14,0,0,2,0,0,0,0,0,1,0,7,1,0
Almudena Rivero,16,,DM,20-201,20,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,6,16,1,0,0,cd97e99c,,215d9026,e777f569,6,16,107,53,2,6,4,8,0,2,0.0,0,1,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,16,0,0,18,0,1,10,2,0,0,0,0,0,0,0,0,0,7,0,0
Rosa Otermín,7,,LB,21-357,64,0,0,0,0,1,0,0,0,37,0,1,1,0.0,0.0,0.0,0,0,22,31,0,0,2,a788992d,,215d9026,e777f569,22,31,433,200,13,16,6,6,3,7,0.1,0,2,0,0,0,31,12,18,3,0,1,3,12,3,3,0,0,22,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,37,0,5,19,13,1,37,0,0,11,2,0,0,2,1,3,0,0,0,0,1,0,0
Toni Payne,11,ng NGA,LB,27-155,26,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,1,0,13,15,3,0,0,d6a30323,NGA,215d9026,e777f569,13,15,261,100,7,8,3,4,3,3,0.2,1,2,2,1,3,15,13,2,0,0,0,1,2,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,4,7,0,16,0,0,8,1,0,0,0,0,1,0,0,0,0,1,0,0
Morgan Nicoli,22,fr FRA,CB,25-170,90,0,0,0,0,0,0,0,0,54,3,2,4,0.0,0.0,0.0,0,0,26,34,2,0,0,672072df,FRA,215d9026,e777f569,26,34,657,357,7,7,10,12,9,12,0.0,0,4,0,0,2,34,31,3,2,0,0,0,1,0,0,0,0,26,0,0,3,3,2,1,0,3,4,1,4,2,2,5,12,0,54,11,37,16,1,1,54,0,0,26,1,0,1,0,1,0,3,0,0,0,6,1,2
Teresa Mérida,4,,CB,20-069,90,0,0,0,0,0,0,1,0,47,4,1,2,0.0,0.0,0.0,0,0,33,38,3,0,0,318ab9c3,,215d9026,e777f569,33,38,732,374,10,11,15,16,8,10,0.0,0,2,0,0,3,38,36,2,2,0,0,0,0,0,0,0,0,33,0,0,4,1,2,2,0,2,2,0,2,2,0,5,4,0,47,11,36,12,0,0,47,0,0,19,0,0,1,0,0,0,1,0,0,0,7,0,0
Arola Aparicio,20,,RB,25-000,78,0,0,0,0,0,0,0,0,41,0,1,1,0.0,0.0,0.2,2,0,25,30,2,0,3,83f1bd99,,215d9026,e777f569,25,30,433,218,12,15,11,12,2,3,0.2,1,2,1,1,2,30,18,12,0,0,0,2,12,0,0,0,0,25,0,1,0,0,0,0,0,0,1,1,1,0,1,1,3,0,41,2,10,17,15,4,41,2,0,17,2,0,0,1,0,2,0,0,0,0,5,0,0
Débora García,17,es ESP,RB,32-342,12,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,8,12,1,1,2,86d66f47,ESP,215d9026,e777f569,8,12,135,94,4,6,3,4,1,2,0.0,0,1,0,0,1,12,8,4,0,0,0,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,6,0,14,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,1
Yolanda Aguirre,13,es ESP,GK,23-336,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,20,28,0,0,0,150b2d3b,ESP,215d9026,e777f569,20,28,627,416,2,2,9,9,9,17,0.0,0,0,0,0,0,28,19,9,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,30,32,0,0,0,32,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0
Amaiur Sarriegi,7,es ESP,FW,21-285,79,1,0,0,0,3,3,0,0,24,0,0,0,0.9,0.9,0.1,1,0,12,16,0,0,1,924c6a21,ESP,c21f25d3,799cf7ad,12,16,162,16,9,10,3,6,0,0,0.0,1,1,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,12,4,24,4,0,20,11,0,0,1,4,0,0,0,0,0,0,0,1
