Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Passes_Cmp,Passes_Att,Passes_TotDist,Passes_PrgDist,KP,LastThird,PPA,CrsPA,Tkl,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Clr,Err,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Receiving_Rec,Receiving_Prog,Subs,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Ana Carolina,br BRA,DF,Sporting Huelva,32-112,1990,6,6,461,0,0,0,0,0,0,0.4,0.4,0.0,bcda089b,27acb0af,1,0,4.0,0,0.44,-0.4,-0.4,48,93,1112,826,0,3,0,0,7,6,1,0,7,7,0,13,20,0,142,29,95,44,3,1,142,1,1,22,1,0,,1.17,3,9,-6,-0.32,4.2,11.2,-7.0,-0.46,0,3,4,0,0,6,0,0,27,2,2
Raiderlin Carrasco,ve VEN,DF,Sporting Huelva,20-153,2002,10,8,715,0,1,0,0,0,0,0.0,0.0,0.2,d10dca54,27acb0af,1,0,36.5,0,0.01,0.0,0.0,171,320,3339,2610,4,16,1,0,25,13,10,2,13,1,12,15,19,0,414,23,165,172,84,2,414,5,10,113,8,2,1,0.90,8,18,-10,-0.93,7.3,17.2,-9.9,-0.46,0,11,4,2,13,17,0,0,55,3,7
Sara Carrillo,,"FW,MF",Alavés,20-113,2002,11,7,610,2,0,0,0,0,0,0.7,0.7,0.3,aa9bb943,aa11fb42,15,3,23.5,1,0.05,+1.3,+1.3,82,156,1660,698,4,13,6,2,6,0,3,3,6,0,6,2,1,0,214,1,23,109,85,10,214,5,9,129,8,4,,0.55,7,13,-6,+3.14,4.3,11.1,-6.9,+0.79,0,7,13,1,7,3,0,0,22,15,19
Marta Carro,es ESP,DF,Valencia,31-339,1991,10,9,834,0,0,0,0,0,0,0.7,0.7,0.1,fc74a000,f96ff499,8,1,10.3,0,0.08,-0.7,-0.7,266,360,5378,3000,1,17,2,0,5,3,2,0,10,9,1,11,28,0,426,86,277,138,21,13,426,0,0,225,0,1,,1.20,12,11,+1,+0.11,11.7,10.1,+1.6,-0.14,0,3,3,2,2,4,0,0,44,11,12
Trudi Carter,jm JAM,"FW,MF",Levante Planas,28-023,1994,3,1,99,0,0,0,0,0,0,0.0,0.0,0.0,4cac6cf9,753b93a5,1,1,23.1,0,0.03,0.0,0.0,8,19,134,34,0,1,0,0,3,0,3,0,0,0,0,0,1,0,31,0,4,23,4,0,31,1,2,18,3,2,,1.33,2,2,0,+1.62,1.3,3.2,-1.9,-0.75,0,1,0,0,0,2,0,0,4,1,1
Sandra Castelló,,MF,Sporting Huelva,29-126,1993,11,11,990,1,0,0,0,0,0,0.5,0.5,0.7,435a10d6,27acb0af,9,4,22.4,0,0.06,+0.5,+0.5,184,322,3202,1526,7,33,5,0,21,6,14,1,19,3,16,16,14,0,431,26,114,244,78,7,431,2,7,152,14,0,,1.09,9,20,-11,,8.3,20.6,-12.3,,0,16,6,0,5,12,0,0,91,13,17
Mariana Cerro,,MF,Athletic Club,22-203,2000,11,9,727,0,2,0,0,1,0,1.2,1.2,1.4,3b7b59d8,94929c05,13,5,20.7,0,0.09,-1.2,-1.2,134,239,2549,1024,11,26,2,1,22,6,9,7,11,2,9,10,7,0,333,11,72,166,96,8,333,3,4,173,15,2,,1.18,12,12,0,+1.37,8.5,9.8,-1.4,+0.58,0,5,6,1,11,13,0,0,48,4,5
Ivonne Chacón,co COL,"FW,MF",Valencia,25-060,1997,9,3,273,0,0,0,0,1,0,0.4,0.4,0.2,fde686b3,f96ff499,7,3,15.6,0,0.05,-0.4,-0.4,46,71,613,202,3,2,3,0,9,7,2,0,4,0,4,3,0,0,119,0,25,38,60,16,119,1,8,55,15,6,3,0.89,4,4,0,-0.11,4.7,5.1,-0.4,-0.45,0,7,2,2,5,8,0,0,20,3,4
Lice Chamorro,py PAR,"FW,MF",Alavés,23-354,1998,10,4,455,0,0,0,0,3,0,1.3,1.3,0.5,17630d22,aa11fb42,9,2,13.3,0,0.14,-1.3,-1.3,48,102,746,131,4,3,2,1,7,2,3,2,11,3,8,4,5,0,163,6,25,71,69,21,163,2,6,101,13,6,1,0.30,3,20,-17,-2.35,4.0,12.4,-8.4,-0.64,0,9,8,1,9,6,0,0,11,18,13
Grace Chanda,zm ZAM,"FW,MF",Madrid CFF,25-183,1997,10,5,503,2,1,0,0,1,0,1.9,1.9,0.7,3a794757,89818574,20,11,19.7,0,0.10,+0.1,+0.1,126,189,1893,432,5,10,4,0,5,2,2,1,1,0,1,1,0,0,254,1,17,105,137,16,254,5,16,177,43,5,1,2.20,14,2,+12,+2.62,9.1,5.6,+3.5,+0.36,0,9,5,2,8,2,0,0,42,7,10
Rita Chikwelu,ng NGA,"MF,FW",Levante Planas,34-280,1988,11,10,745,0,1,0,0,1,0,0.3,0.3,0.2,6d5d11eb,753b93a5,5,2,36.2,0,0.07,-0.3,-0.3,129,196,2340,706,4,12,0,0,13,5,6,2,8,2,6,8,9,0,266,15,63,161,46,5,266,2,5,148,9,1,,0.73,8,20,-12,+0.02,7.2,14.6,-7.4,+0.58,0,13,9,2,2,9,0,0,49,11,6
Dorine Chuigoué,gq EQG,DF,Real Betis,34-013,1988,7,7,630,1,0,0,0,1,0,0.6,0.6,0.1,cdc7ad08,74142337,6,2,10.4,0,0.11,+0.4,+0.4,248,289,4586,1361,1,9,0,0,2,1,1,0,9,5,4,17,15,0,340,34,201,131,12,7,340,0,0,184,2,0,,0.57,8,20,-12,-1.46,3.7,17.5,-13.8,-0.94,0,5,3,1,0,1,0,0,52,5,8
Cienfu,,"MF,FW",Villarreal,21-247,2001,11,6,492,0,0,0,0,0,0,0.2,0.2,0.1,97d28a0b,7a7bef84,4,2,17.0,0,0.06,-0.2,-0.2,108,167,1832,471,2,9,0,0,11,3,6,2,6,0,6,6,5,0,219,10,46,112,63,7,219,0,1,127,12,5,,0.91,5,10,-5,+1.43,4.2,9.6,-5.4,-0.67,0,3,6,3,5,5,0,0,41,4,6
Claudia,es ESP,DF,Real Madrid,24-276,1998,2,0,62,0,0,0,0,0,0,0.0,0.0,0.0,46cc62c2,54582b93,0,0,,0,,0.0,0.0,20,26,409,107,0,2,0,0,1,1,0,0,1,0,1,3,2,0,34,3,13,17,5,2,34,0,0,17,1,2,6,3.00,3,1,+2,+0.86,1.8,0.5,+1.3,+1.35,0,0,0,0,0,0,0,0,3,2,0
Laia Codina,es ESP,DF,Barcelona,22-323,2000,6,3,297,0,0,0,0,1,0,0.5,0.5,0.0,1efbd058,15f49df1,1,0,5.7,0,0.51,-0.5,-0.5,257,280,4780,1904,0,20,0,0,1,1,0,0,6,3,3,3,6,0,301,14,118,179,5,1,301,0,0,213,0,3,2,3.00,16,1,+15,+1.10,10.8,2.1,+8.8,+0.25,0,4,0,0,0,0,0,0,30,2,2
Aldana Cometti,ar ARG,DF,Madrid CFF,26-283,1996,11,11,961,1,0,0,0,5,0,0.6,0.6,0.2,41ccf1ac,89818574,11,4,12.0,0,0.05,+0.4,+0.4,375,520,8192,3964,3,29,1,0,22,15,7,0,12,5,7,18,25,0,632,51,356,256,31,12,632,10,19,324,2,0,1,2.00,22,16,+6,-1.71,15.5,11.4,+4.1,-0.45,0,17,14,0,4,12,1,0,82,6,6
Marta Constantino,,MF,Valencia,17-030,2005,2,0,19,0,1,0,0,0,0,0.0,0.0,0.4,e434984e,f96ff499,1,0,28.3,0,0.02,0.0,0.0,4,10,41,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0,14,1,4,6,4,2,14,0,0,6,1,2,,1.50,1,1,0,-0.08,0.5,0.4,+0.1,+0.21,0,0,0,0,0,0,0,0,2,1,1
Mariela Coronel,ar ARG,"DF,MF",Alhama,41-174,1981,5,0,65,0,0,0,0,1,0,0.2,0.2,0.0,014e6949,e9fecaf2,2,0,7.6,0,0.10,-0.2,-0.2,14,24,239,130,0,3,0,0,3,1,2,0,1,1,0,1,1,0,32,2,8,19,6,2,32,0,0,8,0,5,4,0.60,0,2,-2,-1.08,0.7,1.4,-0.7,+0.03,0,3,1,0,1,2,0,0,7,3,2
Yulema Corres,es ESP,MF,Athletic Club,30-279,1992,1,1,45,0,0,0,0,0,0,0.1,0.1,0.0,d60aaf02,94929c05,1,0,10.0,0,0.07,-0.1,-0.1,5,12,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,5,9,1,15,0,0,10,0,0,3,0.00,0,2,-2,-3.81,0.1,0.8,-0.7,-1.08,0,1,1,0,0,0,0,0,4,1,2
Ana-Maria Crnogorčević,ch SUI,FW,Barcelona,32-069,1990,12,5,548,5,1,0,0,1,0,3.3,3.3,1.0,d3c316a3,15f49df1,16,10,10.5,0,0.20,+1.7,+1.7,138,193,1860,558,13,8,9,3,8,3,5,0,5,0,5,1,4,0,250,6,25,91,136,43,250,5,9,191,38,7,,3.00,25,2,+23,+0.06,15.6,3.6,+12.1,-0.99,0,8,4,4,14,3,0,0,27,8,3
Cristina Cubedo,,DF,Villarreal,23-051,1999,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,3bca50c0,7a7bef84,0,0,,0,,0.0,0.0,65,98,1252,590,0,3,0,0,2,2,0,0,5,2,3,3,20,0,131,37,104,28,1,1,131,1,1,51,1,0,1,1.00,5,6,-1,+1.79,3.2,5.3,-2.1,-0.07,0,1,1,1,0,2,0,0,19,3,3
Iglesias De La Cruz,es ESP,"MF,FW",Villarreal,19-103,2003,9,1,227,0,0,0,0,2,0,0.1,0.1,0.0,d5195e84,7a7bef84,2,0,23.1,0,0.04,-0.1,-0.1,53,91,924,346,0,6,1,0,7,2,5,0,6,0,6,3,1,0,123,1,21,71,31,1,123,0,6,60,4,8,1,0.78,1,7,-6,-0.96,2.1,2.6,-0.5,+0.61,0,7,4,0,7,3,0,0,12,4,1
Athenea del Castillo,es ESP,"FW,MF",Real Madrid,22-048,2000,10,9,797,3,2,0,0,1,0,1.8,1.8,1.6,cd031048,54582b93,15,8,15.9,0,0.12,+1.2,+1.2,207,300,3204,838,9,15,10,7,25,10,6,9,12,0,12,4,2,0,414,3,53,152,216,38,414,24,43,287,50,1,,2.50,27,8,+19,+0.40,15.3,8.7,+6.6,+1.22,0,7,27,6,38,17,0,0,46,2,6
Eli del Estal,,FW,Sevilla,29-263,1993,2,0,4,0,0,0,0,0,0,0.0,0.0,0.0,f87487b0,215d9026,0,0,,0,,0.0,0.0,1,2,15,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,1,3,0,0,4,0,0,1,0,2,3,1.00,0,2,-2,-45.09,0.1,0.1,0.0,-0.86,0,0,0,0,0,1,0,0,1,0,0
Miriam Diéguez,es ESP,MF,Alavés,36-221,1986,11,10,945,0,0,0,0,1,0,0.2,0.2,0.4,47df4a71,aa11fb42,4,2,22.3,0,0.05,-0.2,-0.2,230,355,4346,1758,4,30,6,1,23,13,7,3,8,2,6,16,19,0,460,33,176,238,53,4,460,3,12,220,3,1,,0.55,11,29,-18,+8.29,8.7,19.6,-10.8,+6.23,0,5,6,0,13,13,0,0,71,3,2
Nekane Díez,es ESP,"MF,FW",Athletic Club,31-120,1991,6,1,108,1,0,0,0,0,0,0.3,0.3,0.0,4c0a4b1e,94929c05,3,1,13.1,0,0.10,+0.7,+0.7,10,19,164,33,1,0,0,0,1,0,0,1,1,0,1,1,2,0,32,2,5,12,15,3,32,0,0,25,6,5,5,1.67,2,2,0,+0.41,1.7,0.8,+0.9,+1.16,0,2,1,3,0,1,0,0,3,1,0
Silvia Doblado,es ESP,"MF,FW",UDG Tenerife,35-264,1987,8,4,300,0,0,0,0,0,0,0.0,0.0,0.1,00bdb60c,4c088abe,0,0,,0,,0.0,0.0,56,95,1056,218,3,6,1,0,11,6,4,1,7,3,4,9,9,0,139,14,53,65,22,2,139,1,2,46,5,4,2,1.25,2,3,-1,0.00,2.7,3.9,-1.2,-0.39,0,2,2,0,2,7,0,0,22,4,2
Laura Domínguez,,"DF,FW",Madrid CFF,25-121,1997,11,9,835,0,3,0,0,1,0,0.0,0.0,1.2,2f7b026f,89818574,1,0,30.6,0,0.02,0.0,0.0,274,422,4463,2426,14,24,9,4,32,20,8,4,21,3,18,9,15,0,531,23,201,176,161,7,531,5,13,240,23,2,1,2.27,20,11,+9,+0.97,14.5,10.5,+4.1,+0.02,0,7,12,3,14,19,0,0,63,5,3
Merel van Dongen,nl NED,DF,Atlético Madrid,29-303,1993,10,10,887,0,0,0,0,2,0,0.9,0.9,0.1,247f6fbc,b56c2667,9,1,14.3,3,0.11,-0.9,-0.9,456,513,10245,3955,2,33,1,0,15,10,5,0,5,4,1,14,19,0,581,48,290,269,26,7,581,0,1,367,1,0,,2.00,16,12,+4,-3.09,17.8,8.7,+9.1,-0.30,0,11,4,1,2,10,1,0,55,11,15
Onome Ebi,ng NGA,DF,Levante Planas,39-217,1983,1,0,7,0,0,0,0,0,0,0.0,0.0,0.0,b5b0068e,753b93a5,0,0,,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,3,0.00,0,0,0,+1.46,0.0,0.0,0.0,+0.59,0,0,0,0,0,0,0,0,0,0,0
Amanda Edgren,se SWE,"MF,FW",Sporting Huelva,29-109,1993,11,10,897,1,2,0,0,0,0,1.6,1.6,0.9,658b6b76,27acb0af,11,5,13.3,0,0.15,-0.6,-0.6,165,277,2601,837,10,20,6,0,17,1,10,6,13,2,11,11,21,0,408,25,87,189,140,20,408,7,17,250,37,1,,1.09,8,14,-6,+4.24,7.8,16.5,-8.7,+2.55,0,10,5,1,10,9,0,0,58,27,14
Nerea Eizaguirre,es ESP,"MF,FW",Real Sociedad,22-341,2000,10,8,713,2,6,1,1,1,0,1.9,1.1,3.5,7e9faac9,c21f25d3,31,9,26.1,0,0.04,+0.1,-0.1,274,388,5264,1535,25,32,15,2,12,2,6,4,11,0,11,1,1,0,472,2,44,222,213,22,471,9,14,354,43,2,,1.60,14,7,+7,-0.09,13.7,10.0,+3.7,-0.84,0,5,9,0,30,9,0,0,37,2,2
Ane Elexpuru,,FW,Athletic Club,19-223,2003,4,2,129,0,0,0,0,0,0,0.0,0.0,0.3,62c5ffcc,94929c05,1,0,11.5,0,0.05,0.0,0.0,18,29,290,79,1,2,1,1,7,6,0,1,0,0,0,0,0,0,43,0,10,16,19,2,43,0,0,21,5,2,2,0.25,1,5,-4,-2.79,0.8,2.8,-1.9,-1.19,0,0,1,0,3,6,0,0,8,1,1
Encarni,,MF,UDG Tenerife,21-103,2001,2,0,37,0,0,0,0,0,0,0.0,0.0,0.0,4e2a3397,4c088abe,0,0,,0,,0.0,0.0,4,7,51,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,4,4,0,0,8,0,0,6,0,2,2,0.50,0,3,-3,-7.30,0.0,1.2,-1.2,-2.93,0,0,2,0,0,0,0,0,1,0,0
Elene Errasti,,"MF,FW",Alavés,22-235,2000,3,1,77,0,0,0,0,0,0,0.0,0.0,0.0,75ecd2d8,aa11fb42,0,0,,0,,0.0,0.0,8,15,169,40,0,1,0,0,2,1,1,0,0,0,0,0,0,0,18,0,7,11,2,2,18,1,1,8,0,2,8,0.00,1,7,-6,-5.34,0.2,4.8,-4.6,-4.45,0,2,2,0,0,2,0,0,7,0,0
Natalia Escot,,"MF,FW",Levante Planas,,0,2,0,60,0,0,0,0,0,0,0.0,0.0,0.1,0f9efe28,753b93a5,0,0,,0,,0.0,0.0,3,7,46,16,1,0,0,0,1,1,0,0,2,0,2,0,0,0,13,0,1,7,5,1,13,0,0,3,1,2,,0.00,0,3,-3,-3.24,0.3,2.7,-2.3,-2.59,0,1,0,0,0,1,0,0,2,0,1
María Estella,,DF,UDG Tenerife,28-184,1994,10,7,658,0,0,0,0,1,0,0.4,0.4,0.1,55cc92c7,4c088abe,5,2,16.3,0,0.08,-0.4,-0.4,155,307,3434,1976,2,9,4,2,15,14,1,0,10,6,4,17,19,0,382,33,169,151,65,7,382,1,2,124,3,3,,1.20,5,10,-5,-1.43,7.0,8.0,-1.0,-0.14,0,3,6,0,14,12,0,1,23,6,6
Aída Esteve,,MF,Madrid CFF,21-274,2001,9,3,304,0,3,0,0,1,0,0.4,0.4,1.3,e249a101,89818574,6,2,20.3,0,0.07,-0.4,-0.4,101,150,1621,743,9,19,3,2,5,2,2,1,6,0,6,5,0,0,191,1,29,108,56,5,191,5,11,122,13,6,2,2.33,12,5,+7,+1.84,7.4,4.5,+2.8,+0.56,0,2,4,0,10,5,0,0,25,4,6
Ainhoa Estevez,es ESP,MF,Levante,18-291,2004,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,05b86eb7,0f4738a8,0,0,,0,,0.0,0.0,4,6,74,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,1,3,3,1,0,7,0,1,5,0,1,6,3.00,0,0,0,-1.47,0.0,0.2,-0.2,-2.49,0,0,0,0,0,1,0,0,1,0,0
Ane Etxezarreta,es ESP,DF,Real Sociedad,27-109,1995,3,0,74,0,0,0,0,0,0,0.4,0.4,0.0,395b426f,c21f25d3,1,1,4.5,0,0.42,-0.4,-0.4,41,59,870,402,1,7,0,0,2,1,1,0,1,1,0,3,2,0,68,4,27,29,15,1,68,0,0,29,1,3,8,1.33,2,3,-1,-2.30,1.4,1.4,0.0,-0.71,0,0,0,0,2,1,0,0,10,0,1
Natalia Expósito,,GK,Madrid CFF,25-052,1997,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,1cb1c149,89818574,0,0,,0,,0.0,0.0,15,23,397,234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,26,26,0,0,0,26,0,0,3,0,0,11,0.00,0,7,-7,-8.45,0.7,2.7,-2.1,-2.71,0,0,0,0,0,0,0,0,0,0,0
Garazi Fácila,,"DF,MF",Alavés,23-047,1999,8,8,720,0,1,0,0,2,0,0.0,0.0,0.1,a94af7b3,aa11fb42,0,0,,0,,0.0,0.0,192,319,3524,2218,2,12,3,2,31,23,7,1,7,2,5,12,27,0,422,31,205,157,66,0,422,4,12,154,8,0,,0.25,6,23,-17,-0.13,5.7,14.8,-9.2,+0.62,0,4,14,0,9,18,0,0,49,4,2
Claire Falknor,us USA,MF,UDG Tenerife,29-213,1993,4,2,181,0,0,0,0,0,0,0.0,0.0,0.4,e56b66f7,4c088abe,0,0,,0,,0.0,0.0,50,70,965,225,3,8,2,0,4,0,4,0,0,0,0,0,0,0,85,0,9,47,30,0,85,1,4,57,2,2,1,1.25,3,1,+2,+1.62,2.7,1.9,+0.9,+0.65,0,2,3,0,0,2,0,0,8,0,2
Naomie Feller,fr FRA,"FW,MF",Real Madrid,21-035,2001,8,5,349,3,1,0,0,1,0,2.1,2.1,0.8,bd2f40ca,54582b93,11,5,14.8,0,0.19,+0.9,+0.9,61,89,855,302,4,5,4,1,9,3,5,1,5,0,5,6,2,0,141,3,10,65,68,17,141,5,14,99,33,3,,2.75,14,3,+11,+1.20,8.0,3.8,+4.2,+0.79,0,2,4,4,6,7,0,0,21,5,7
Carolina Férez,es ESP,MF,Levante,31-168,1991,8,4,339,0,1,0,0,1,0,0.3,0.3,0.9,93061962,0f4738a8,3,0,17.4,0,0.10,-0.3,-0.3,105,139,1761,516,6,15,2,0,13,4,7,2,3,0,3,4,1,0,176,1,19,99,63,10,176,4,7,131,12,4,2,2.38,9,3,+6,+0.21,7.2,1.5,+5.7,+0.26,0,4,7,2,4,11,0,0,19,1,3
Estela Fernández,,MF,Madrid CFF,31-216,1991,10,7,638,0,1,0,0,2,0,0.7,0.7,1.9,419dbe83,89818574,6,3,25.7,1,0.11,-0.7,-0.7,202,293,3774,1342,15,17,2,0,10,6,1,3,8,2,6,7,9,0,366,13,99,182,93,3,366,6,7,200,7,3,2,1.90,16,6,+10,+1.61,11.5,5.4,+6.2,+1.06,0,10,8,0,29,3,0,0,52,4,3
Martina Fernández,,FW,Barcelona,18-071,2004,1,0,27,0,0,0,0,0,0,0.0,0.0,0.0,ca242c8b,15f49df1,0,0,,0,,0.0,0.0,28,28,662,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,4,14,15,0,0,29,0,1,26,0,1,,3.00,1,0,+1,-0.43,0.6,0.0,+0.5,-0.66,0,1,0,0,0,0,0,0,1,1,2
Paula Fernandez,,MF,Levante,23-163,1999,11,10,845,0,2,0,0,0,0,0.5,0.5,2.2,494a468d,0f4738a8,13,4,24.2,1,0.04,-0.5,-0.5,332,446,6413,2218,14,52,11,1,22,5,12,5,9,0,9,15,4,0,542,6,80,321,147,4,542,3,5,341,17,1,,2.09,22,12,+10,-2.66,18.3,7.4,+10.9,-1.15,0,12,11,0,27,14,0,0,72,2,3
Fiamma,es ESP,"MF,FW",Valencia,18-175,2004,12,10,898,0,4,0,1,1,0,1.5,0.7,1.6,e4121aed,f96ff499,16,8,26.0,1,0.04,-1.5,-0.7,272,373,4438,1505,14,36,9,0,32,11,19,2,13,2,11,13,9,0,517,16,119,281,129,15,516,12,28,317,26,2,,1.25,13,12,+1,+0.10,13.9,10.0,+3.9,+1.13,0,12,26,4,5,21,0,0,80,11,11
Matilde Fidalgo,pt POR,DF,Real Betis,28-210,1994,4,2,167,0,0,0,0,1,0,0.0,0.0,0.1,057ad0ac,74142337,0,0,,0,,0.0,0.0,37,60,654,406,1,1,0,0,5,1,3,1,2,1,1,1,2,0,75,5,27,39,12,2,75,0,0,25,0,2,6,1.75,2,2,0,+1.42,1.3,4.6,-3.3,-0.19,0,2,0,0,1,3,0,0,12,0,1
Zaira Flores,,"MF,DF",Alhama,29-037,1993,7,5,365,0,0,0,0,3,1,0.0,0.0,0.0,4e42e797,e9fecaf2,0,0,,0,,0.0,0.0,58,103,1147,628,0,11,2,2,12,4,7,1,3,0,3,9,11,0,152,10,61,74,19,0,152,1,2,43,1,2,4,0.43,3,9,-6,+0.41,2.0,6.8,-4.8,-0.32,1,9,1,1,3,5,0,0,21,2,6
Gemma Font,es ESP,GK,Barcelona,23-034,1999,6,6,540,0,0,0,0,0,0,0.0,0.0,0.0,099fcb44,15f49df1,0,0,,0,,0.0,0.0,158,173,3336,2149,0,0,0,0,0,0,0,0,0,0,0,0,2,0,183,149,181,2,0,0,183,0,0,101,1,0,6,3.00,27,1,+26,+1.17,19.3,2.2,+17.0,+0.73,0,0,1,0,0,0,0,0,16,0,0
Ana Franco,,"FW,MF",Sevilla,23-188,1999,4,2,166,4,0,0,0,0,0,1.7,1.7,0.1,13e889fa,215d9026,7,6,9.4,0,0.24,+2.3,+2.3,18,31,313,79,1,3,1,1,3,1,1,1,3,0,3,0,0,0,52,0,6,22,25,9,52,1,3,30,8,2,,1.00,5,2,+3,+2.06,2.7,1.4,+1.4,+0.53,0,3,5,2,3,1,0,0,7,1,2
Sanni Franssi,fi FIN,FW,Real Sociedad,27-267,1995,10,6,509,0,1,0,0,0,0,2.2,2.2,0.9,eb7a2b29,c21f25d3,14,5,15.8,0,0.15,-2.2,-2.2,111,148,1614,311,7,4,5,1,4,1,3,0,5,0,5,3,0,0,205,2,24,75,107,22,205,2,6,155,47,4,1,1.60,7,8,-1,-2.24,8.5,7.9,+0.6,-1.23,0,0,5,2,5,2,0,0,27,2,0
Carmen Fresneda,,DF,Alhama,27-166,1995,9,9,808,0,1,0,0,1,0,0.1,0.1,0.5,9bdf4dc7,e9fecaf2,2,0,23.9,0,0.03,-0.1,-0.1,157,338,3138,2177,8,14,3,1,42,26,13,3,14,4,10,17,20,0,445,37,182,164,100,3,445,2,5,112,5,0,,0.33,5,18,-13,+1.20,6.1,15.0,-8.9,-0.01,0,9,11,0,29,25,0,0,51,5,2
Inma Gabarro,,"FW,MF",Sevilla,20-036,2002,9,5,506,2,1,0,0,0,0,2.2,2.2,0.3,68c02e30,215d9026,19,6,15.3,0,0.12,-0.2,-0.2,72,124,1102,305,1,8,4,1,5,0,4,1,8,0,8,4,2,0,206,3,29,88,93,24,206,2,6,136,34,4,1,1.11,5,12,-7,-2.36,7.3,8.5,-1.2,-1.05,0,3,5,2,6,4,0,0,24,8,2
Dolores Gallardo,es ESP,GK,Atlético Madrid,29-184,1993,11,11,990,0,0,0,0,0,0,0.0,0.0,0.0,f72a5093,b56c2667,0,0,,0,,0.0,0.0,292,361,7800,5720,0,2,0,0,0,0,0,0,0,0,0,2,6,1,387,332,386,1,0,0,387,0,0,159,0,0,,2.09,21,13,+8,,20.3,9.9,+10.5,,0,0,2,0,0,0,0,0,21,5,0
Rocío Gálvez,es ESP,DF,Real Madrid,25-240,1997,8,5,532,2,0,0,0,0,0,0.6,0.6,0.0,d32ce66e,54582b93,7,3,9.2,0,0.09,+1.4,+1.4,281,328,6506,2759,1,15,3,0,4,1,2,1,7,4,3,17,19,1,385,68,215,162,13,7,385,1,1,254,0,3,2,2.38,22,7,+15,+1.07,11.0,7.0,+4.0,+0.15,0,3,1,0,0,2,0,1,36,9,14
Nerea Gantxegi,,"DF,MF",Levante Planas,28-095,1994,10,3,408,0,0,0,0,0,0,0.0,0.0,0.0,4c04b752,753b93a5,1,0,39.1,0,0.01,0.0,0.0,78,108,1552,629,0,6,0,0,7,4,2,1,6,4,2,3,23,0,155,37,107,45,3,1,155,0,0,67,0,7,1,0.80,6,11,-5,+0.60,3.8,10.5,-6.7,-0.73,0,3,0,1,0,4,0,0,15,2,2
Débora García,es ESP,"DF,MF",Sevilla,33-055,1989,9,8,606,1,0,0,0,2,0,0.3,0.3,0.2,86d66f47,215d9026,2,1,10.2,0,0.13,+0.7,+0.7,199,309,3245,1674,3,10,5,5,31,14,11,6,5,0,5,2,16,0,393,9,120,155,126,4,393,14,27,179,15,1,2,1.22,14,12,+2,+1.00,8.9,6.2,+2.7,+0.26,0,6,4,2,34,16,0,0,42,2,4
Gabriela García,ve VEN,"MF,FW",Real Sociedad,25-253,1997,11,10,833,5,4,0,0,4,0,2.5,2.5,2.3,4ddfe96c,c21f25d3,28,11,15.6,0,0.09,+2.5,+2.5,300,408,5289,1473,17,37,6,2,22,8,11,3,14,2,12,4,14,0,522,26,95,269,162,32,522,4,7,350,40,1,,1.73,21,9,+12,+2.44,17.9,10.4,+7.4,+0.59,0,12,3,0,6,11,0,0,53,20,11
Sonia García Majarín,es ESP,DF,Atlético Madrid,20-005,2002,5,2,210,0,0,0,0,0,0,0.0,0.0,0.1,592989d5,b56c2667,0,0,,0,,0.0,0.0,124,141,2522,994,2,13,1,1,0,0,0,0,2,0,2,3,6,0,155,11,65,80,11,2,155,1,1,109,0,3,6,2.40,5,3,+2,+0.16,4.2,2.2,+2.0,-0.11,0,2,0,0,1,0,0,0,12,2,4
Nahikari García,es ESP,FW,Real Madrid,25-276,1997,10,4,406,5,2,0,0,1,0,2.8,2.8,0.6,b7defb34,54582b93,17,8,13.2,0,0.16,+2.2,+2.2,57,91,833,91,4,3,1,0,3,0,1,2,3,0,3,3,2,0,135,3,7,57,71,31,135,2,5,99,28,6,,2.50,13,4,+9,-0.19,6.5,4.4,+2.1,-0.25,0,5,11,8,1,2,0,0,11,1,7
